customer_id,name,age,city,product_type,annual_income,monthly_salary,credit_score,credit_utilization,savings_change_pct,loan_amount,monthly_emi,current_salary_delay_days,risk_score,risk_level,suggested_action,ability_score,willingness_score,rare_case_type,employment_type,aadhar_no,pan_no,account_opened_date
CUSR-100322,Aaryan Joshi,55,Mumbai,Auto Loan,1858978,154914.83,705,52.3,-53.25,4399731.0,122214.75,0,88,Critical,🛡️ Wellness: Savings Protection,47,88,Normal,Self-Employed,6880-1467-1300,QJNP5560B,2023-04-28
CUSR-100323,Aadhya Deshmukh,36,Lucknow,Home Loan,2757766,229813.83,820,76.62,-38.67,3010281.0,83618.92,3,74,High,🛡️ Wellness: Savings Protection,19,42,Normal,Business,6326-6958-1220,OTMP4948B,2017-08-28
CUSR-100324,Sara Reddy,48,Bangalore,Home Loan,3833289,319440.75,729,43.79,-23.97,2272248.0,189354.0,3,49,High,Standard Monitoring,92,52,Normal,Business,1529-3811-1419,PCVP2706B,2017-04-13
CUSR-100325,Kiara Nair,61,Ahmedabad,Auto Loan,4876226,406352.17,790,97.44,-12.68,1388060.0,38557.22,1,87,Critical,🔒 Shield: Limit Cap at 97%,15,66,Normal,Salaried,7461-9810-1222,TTNP9540F,2020-01-19
CUSR-100326,Ishani Bose,49,Jaipur,Credit Card,1480561,123380.08,780,10.52,5.76,1727736.0,28795.6,2,14,Low,Standard Monitoring,29,69,Normal,Self-Employed,7726-1200-9120,KSTP9201O,2023-08-24
CUSR-100327,Krishna Gupta,39,Mumbai,Personal Loan,2234037,186169.75,723,42.48,5.19,2660895.0,73913.75,1,24,Low,Standard Monitoring,88,63,Normal,Salaried,1311-8381-2364,VBFP1133D,2019-08-12
CUSR-100328,Kabir Kapoor,44,Bangalore,Auto Loan,3820428,318369.0,750,66.88,-22.69,2942161.0,245180.08,1,52,High,Standard Monitoring,49,45,Normal,Self-Employed,1054-9881-9304,SESP4790Y,2020-09-05
CUSR-100329,Sara Chatterjee,26,Hyderabad,Auto Loan,679474,56622.83,711,92.16,-5.46,635972.0,17665.89,4,56,High,🔒 Shield: Limit Cap at 92%,51,49,Normal,Self-Employed,7250-1166-3525,UDBP1208J,2020-04-19
CUSR-100330,Aditya Sharma,35,Pune,Credit Card,3856155,321346.25,618,35.06,7.88,4178667.0,348222.25,2,24,Low,Standard Monitoring,86,48,Normal,Business,8597-2597-5567,TBNP2025U,2022-10-07
CUSR-100331,Riya Nair,23,Pune,Gold Loan,1987794,165649.5,697,30.89,11.97,1256878.0,52369.92,2,22,Low,Standard Monitoring,80,53,Normal,Self-Employed,9574-8752-3882,WJQP2485B,2016-09-16
CUSR-100332,Riya Chatterjee,51,Chennai,Auto Loan,3850766,320897.17,735,42.95,9.39,2463630.0,102651.25,1,25,Low,Standard Monitoring,55,50,Normal,Salaried,5992-9019-6844,JJJP5989K,2022-08-14
CUSR-100333,Krishna Aggarwal,25,Chennai,Home Loan,707382,58948.5,765,23.06,1.48,1504602.0,41794.5,10,39,Medium,Standard Monitoring,62,74,Normal,Business,6786-9835-7195,UREP5322D,2019-01-18
CUSR-100334,Kabir Sharma,31,Ahmedabad,Personal Loan,3790881,315906.75,735,23.85,9.99,141478.0,11789.83,2,20,Low,Standard Monitoring,28,88,Victim of Circumstance,Salaried,8198-2838-4202,FKCP6698L,2021-02-21
CUSR-100335,Arjun Verma,37,Ahmedabad,Personal Loan,777197,64766.42,696,90.85,-8.17,2023844.0,168653.67,4,58,High,🔒 Shield: Limit Cap at 90%,65,90,Normal,Salaried,7997-8485-3676,BIQP4962K,2019-12-28
CUSR-100336,Myra Kapoor,25,Pune,Personal Loan,559165,46597.08,718,44.2,11.83,1902954.0,79289.75,0,23,Low,Standard Monitoring,20,89,Victim of Circumstance,Self-Employed,2523-7874-6156,RQEP9777N,2023-05-27
CUSR-100337,Aaryan Iyer,39,Chennai,Credit Card,2953184,246098.67,765,79.11,-38.64,1434025.0,59751.04,0,68,High,🛡️ Wellness: Savings Protection,74,56,Normal,Self-Employed,4450-7442-7547,UQMP4876A,2021-08-18
CUSR-100338,Aadhya Deshmukh,22,Ahmedabad,Credit Card,933150,77762.5,750,32.0,5.66,3502348.0,58372.47,0,18,Low,Standard Monitoring,27,53,Normal,Self-Employed,7475-6018-8681,MVHP2127I,2025-02-18
CUSR-100339,Sara Verma,44,Jaipur,Home Loan,1724567,143713.92,796,36.09,6.14,1488565.0,124047.08,1,22,Low,Standard Monitoring,91,67,Normal,Business,7143-9494-8651,CHRP1910A,2024-01-14
CUSR-100340,Myra Joshi,40,Chennai,Home Loan,1294980,107915.0,824,18.31,6.42,3886142.0,323845.17,0,12,Low,Standard Monitoring,31,80,Victim of Circumstance,Salaried,6322-4409-2886,QJQP6325I,2016-10-21
CUSR-100341,Anvi Verma,30,Jaipur,Personal Loan,3828543,319045.25,824,43.33,11.74,3196095.0,88780.42,0,22,Low,Standard Monitoring,61,88,Normal,Self-Employed,6334-6427-4507,KUHP1716F,2018-12-24
CUSR-100342,Saanvi Gupta,23,Hyderabad,Credit Card,3088892,257407.67,758,40.69,10.37,3934125.0,327843.75,0,21,Low,Standard Monitoring,53,32,Normal,Salaried,7232-3754-2994,MTXP9601I,2018-04-03
CUSR-100343,Ishani Chatterjee,61,Bangalore,Gold Loan,4318306,359858.83,620,31.87,5.38,3647156.0,151964.83,0,18,Low,Standard Monitoring,34,66,Normal,Self-Employed,3916-5975-6361,MYGP6683A,2022-02-19
CUSR-100344,Shaurya Chatterjee,48,Hyderabad,Auto Loan,4827351,402279.25,806,41.41,6.65,357834.0,9939.83,2,27,Low,Standard Monitoring,44,55,Normal,Salaried,8100-7133-7730,KDQP4236R,2019-08-17
CUSR-100345,Myra Aggarwal,22,Bangalore,Credit Card,1584238,132019.83,737,11.11,4.73,392092.0,10891.44,0,9,Low,Standard Monitoring,65,61,Normal,Business,8643-6030-3174,EPNP2571E,2016-11-08
CUSR-100346,Ishani Bose,34,Jaipur,Gold Loan,1374835,114569.58,779,29.74,2.88,3211699.0,133820.79,2,22,Low,Standard Monitoring,64,80,Normal,Business,7614-6829-5851,PEDP1671J,2018-01-01
CUSR-100347,Saanvi Reddy,38,Lucknow,Home Loan,828911,69075.92,777,12.19,-3.59,456490.0,7608.17,17,55,High,📞 Call Saanvi Reddy: Salary Delay Relief,61,95,Normal,Self-Employed,7384-9089-6050,DVNP2097U,2023-05-01
CUSR-100348,Shaurya Kapoor,51,Lucknow,Home Loan,1269660,105805.0,689,19.54,-4.71,4843192.0,403599.33,13,49,High,Standard Monitoring,49,32,Normal,Salaried,2048-2679-1852,OTNP5508N,2021-12-26
CUSR-100349,Anvi Patel,62,Chennai,Gold Loan,4691803,390983.58,743,35.87,8.19,4126237.0,171926.54,2,24,Low,Standard Monitoring,44,62,Normal,Business,8718-2243-9739,OTKP6547Q,2021-06-14
CUSR-100350,Anvi Singh,53,Hyderabad,Gold Loan,2367562,197296.83,664,27.29,4.77,532103.0,8868.38,0,16,Low,Standard Monitoring,86,54,Normal,Self-Employed,4234-5240-8188,HCNP9224S,2018-01-18
CUSR-100351,Ananya Bose,46,Hyderabad,Gold Loan,3212006,267667.17,672,17.89,-7.27,871368.0,14522.8,18,63,High,📞 Call Ananya Bose: Salary Delay Relief,63,39,Strategic Defaulter,Salaried,7826-4435-6254,SFCP4602T,2023-05-23
CUSR-100352,Sai Malhotra,60,Bangalore,Credit Card,2893485,241123.75,710,90.24,-9.11,4495220.0,124867.22,1,51,High,🔒 Shield: Limit Cap at 90%,23,80,Victim of Circumstance,Salaried,3445-9556-2213,TXWP2912F,2018-11-07
CUSR-100353,Aarav Aggarwal,32,Lucknow,Credit Card,593104,49425.33,784,28.8,4.33,4461479.0,371789.92,21,69,High,📞 Call Aarav Aggarwal: Salary Delay Relief,29,31,Normal,Salaried,4902-2456-5806,KSUP6952V,2018-12-09
CUSR-100354,Kabir Iyer,35,Hyderabad,Gold Loan,3675098,306258.17,770,94.7,-8.78,3640348.0,101120.78,2,55,High,🔒 Shield: Limit Cap at 94%,80,56,Normal,Self-Employed,5072-4975-9646,EFMP7966U,2020-02-26
CUSR-100355,Myra Aggarwal,50,Delhi,Credit Card,1427102,118925.17,803,27.26,4.37,2927336.0,121972.33,0,16,Low,Standard Monitoring,50,75,Normal,Salaried,8872-7424-2380,IOUP8624E,2024-07-31
CUSR-100356,Diya Joshi,40,Hyderabad,Credit Card,4652178,387681.5,697,27.29,5.3,935284.0,15588.07,0,16,Low,Standard Monitoring,42,33,Normal,Salaried,2988-1953-7276,NMVP2420V,2021-03-14
CUSR-100357,Krishna Kapoor,31,Bangalore,Credit Card,4631600,385966.67,611,43.98,4.13,156803.0,2613.38,1,25,Low,Standard Monitoring,54,84,Normal,Salaried,5793-8467-8038,DPLP4667H,2021-10-12
CUSR-100358,Aditya Malhotra,26,Hyderabad,Credit Card,3488489,290707.42,708,98.94,-8.39,2122219.0,176851.58,0,87,Critical,🔒 Shield: Limit Cap at 98%,23,52,Normal,Business,9794-2332-1588,MONP9738L,2022-11-29
CUSR-100359,Shaurya Nair,31,Hyderabad,Auto Loan,2729790,227482.5,817,16.19,2.13,2326970.0,193914.17,1,14,Low,Standard Monitoring,34,60,Normal,Business,5009-8839-9660,NHUP5725Q,2017-08-13
CUSR-100360,Vihaan Kapoor,30,Delhi,Gold Loan,731724,60977.0,714,20.94,0.42,2623743.0,109322.62,19,61,High,📞 Call Vihaan Kapoor: Salary Delay Relief,67,50,Normal,Salaried,8219-7229-7486,ATOP8853T,2023-09-02
CUSR-100361,Anvi Sharma,36,Delhi,Gold Loan,2952632,246052.67,726,40.5,10.58,1230957.0,20515.95,0,21,Low,Standard Monitoring,47,83,Normal,Business,6796-5301-4356,XSCP6202H,2017-07-24
CUSR-100362,Arjun Bose,37,Ahmedabad,Auto Loan,742060,61838.33,638,91.69,-6.01,863144.0,35964.33,4,56,High,🔒 Shield: Limit Cap at 91%,68,58,Normal,Self-Employed,1200-1246-7780,FUQP1781E,2018-01-05
CUSR-100363,Myra Chatterjee,46,Chennai,Auto Loan,3018293,251524.42,738,11.48,3.5,614440.0,10240.67,1,12,Low,Standard Monitoring,47,68,Normal,Salaried,6364-5226-3589,ILCP7309P,2016-02-28
CUSR-100364,Kiara Iyer,26,Jaipur,Home Loan,4378856,364904.67,828,58.13,-49.36,4405179.0,367098.25,3,88,Critical,🛡️ Wellness: Savings Protection,65,31,Strategic Defaulter,Self-Employed,4673-4237-5670,PBDP8879C,2022-08-27
CUSR-100365,Ishaan Malhotra,58,Hyderabad,Auto Loan,2170800,180900.0,804,48.5,-15.32,2136649.0,178054.08,0,37,Medium,Standard Monitoring,43,60,Normal,Self-Employed,2128-6275-3963,DKSP9848W,2023-09-16
CUSR-100366,Aditya Chatterjee,52,Hyderabad,Credit Card,2458827,204902.25,671,41.58,11.0,2701443.0,225120.25,0,22,Low,Standard Monitoring,38,53,Normal,Self-Employed,4077-7388-7673,OOKP5392C,2017-12-21
CUSR-100367,Sai Malhotra,27,Jaipur,Auto Loan,453284,37773.67,663,43.55,5.36,1661764.0,27696.07,0,22,Low,Standard Monitoring,62,88,Normal,Self-Employed,4371-6502-2366,BDYP9543K,2023-06-28
CUSR-100368,Kiara Chatterjee,25,Delhi,Gold Loan,1143547,95295.58,733,15.98,-9.45,2241033.0,62250.92,15,56,High,Standard Monitoring,45,35,Normal,Self-Employed,4509-1151-1602,YMPP3690S,2020-11-04
CUSR-100369,Krishna Joshi,46,Bangalore,Personal Loan,4740268,395022.33,703,27.85,6.21,3833796.0,319483.0,1,19,Low,Standard Monitoring,76,88,Normal,Salaried,1664-1597-3415,KMQP2666E,2020-03-04
CUSR-100370,Kiara Reddy,33,Chennai,Personal Loan,1372221,114351.75,792,20.67,7.05,2816280.0,117345.0,2,18,Low,Standard Monitoring,76,45,Normal,Business,1140-5720-5108,MHVP8902H,2020-09-02
CUSR-100371,Aaryan Malhotra,28,Bangalore,Gold Loan,1950625,162552.08,776,17.26,6.61,751839.0,31326.62,2,17,Low,Standard Monitoring,74,91,Normal,Self-Employed,2046-1083-9624,DVCP4248J,2016-06-19
CUSR-100372,Kabir Singh,52,Jaipur,Home Loan,3395430,282952.5,611,29.79,-9.08,59641.0,994.02,12,54,High,Standard Monitoring,41,40,Normal,Business,7511-1485-8612,JERP1432V,2021-07-01
CUSR-100373,Kabir Bose,49,Pune,Auto Loan,4160826,346735.5,717,75.53,-41.78,3057112.0,127379.67,0,69,High,🛡️ Wellness: Savings Protection,47,46,Normal,Salaried,3560-2795-4699,YXYP6188W,2018-10-20
CUSR-100374,Ishani Patel,42,Delhi,Auto Loan,407776,33981.33,622,21.54,4.47,4396537.0,183189.04,0,14,Low,Standard Monitoring,72,52,Normal,Business,7341-3059-1813,PSDP2005M,2021-08-01
CUSR-100375,Aarav Patel,52,Jaipur,Auto Loan,2622929,218577.42,821,14.36,8.47,3608736.0,300728.0,2,16,Low,Standard Monitoring,41,31,Normal,Salaried,4295-5847-6286,QAWP6606H,2019-09-16
CUSR-100376,Aaryan Singh,48,Chennai,Auto Loan,1686157,140513.08,836,24.63,-3.16,1520339.0,63347.46,16,57,High,📞 Call Aaryan Singh: Salary Delay Relief,31,76,Victim of Circumstance,Self-Employed,7343-3353-2454,AKHP4140I,2020-10-03
CUSR-100377,Anvi Gupta,33,Hyderabad,Personal Loan,1770837,147569.75,738,95.12,-12.3,3159134.0,52652.23,1,87,Critical,🔒 Shield: Limit Cap at 95%,72,31,Strategic Defaulter,Self-Employed,4839-3884-4239,QGEP7632W,2024-06-30
CUSR-100378,Ishani Verma,62,Mumbai,Personal Loan,3904012,325334.33,713,42.4,3.95,290397.0,24199.75,0,22,Low,Standard Monitoring,83,45,Normal,Business,2198-1199-8773,FIQP4519S,2019-02-19
CUSR-100379,Aarav Nair,60,Delhi,Credit Card,3517372,293114.33,774,44.7,5.45,4226760.0,117410.0,2,28,Low,Standard Monitoring,86,72,Normal,Business,4541-2666-8974,OAWP7208N,2021-08-24
CUSR-100380,Myra Joshi,47,Bangalore,Auto Loan,4736341,394695.08,618,35.19,9.44,792863.0,22023.97,2,24,Low,Standard Monitoring,69,36,Strategic Defaulter,Self-Employed,5821-5935-1425,DLGP5216H,2024-09-24
CUSR-100381,Ananya Patel,38,Bangalore,Personal Loan,1755006,146250.5,710,12.86,6.37,1013104.0,28141.78,1,13,Low,Standard Monitoring,51,71,Normal,Business,6296-7556-5848,YVNP2950D,2017-12-14
CUSR-100382,Arjun Bose,44,Jaipur,Gold Loan,2359177,196598.08,607,63.86,-25.51,2691303.0,112137.62,0,51,High,Standard Monitoring,46,33,Normal,Self-Employed,8506-2979-8345,QFAP6155Q,2020-08-31
CUSR-100383,Ishani Sharma,33,Ahmedabad,Gold Loan,934375,77864.58,704,21.49,2.09,4213023.0,175542.62,19,61,High,📞 Call Ishani Sharma: Salary Delay Relief,44,60,Normal,Salaried,3715-8869-3259,FPUP5499S,2021-12-31
CUSR-100384,Vihaan Malhotra,45,Ahmedabad,Personal Loan,2401550,200129.17,651,22.04,10.78,1441728.0,60072.0,2,19,Low,Standard Monitoring,94,81,Normal,Business,6781-9940-5147,HSTP3328J,2017-01-30
CUSR-100385,Riya Aggarwal,57,Kolkata,Personal Loan,1696029,141335.75,688,88.0,-6.32,2179550.0,90814.58,2,50,High,🔒 Shield: Limit Cap at 88%,47,77,Normal,Self-Employed,6114-8673-4951,BGDP7723Y,2016-09-18
CUSR-100386,Arjun Singh,52,Ahmedabad,Auto Loan,2965652,247137.67,718,30.36,10.95,595757.0,49646.42,0,17,Low,Standard Monitoring,40,80,Normal,Salaried,2339-2537-2710,FFTP4013J,2019-09-28
CUSR-100387,Arjun Chatterjee,22,Bangalore,Auto Loan,4767588,397299.0,648,23.12,-2.0,2877420.0,119892.5,12,46,High,Standard Monitoring,71,75,Normal,Salaried,8610-3058-9921,FXRP6084U,2021-10-31
CUSR-100388,Anvi Verma,29,Hyderabad,Auto Loan,3675545,306295.42,638,44.46,7.1,3009791.0,250815.92,2,28,Low,Standard Monitoring,20,40,Normal,Salaried,6366-6557-5891,FSFP3824K,2020-10-27
CUSR-100389,Shaurya Gupta,56,Kolkata,Gold Loan,3884626,323718.83,776,56.43,-35.12,2231380.0,185948.33,0,56,High,🛡️ Wellness: Savings Protection,94,42,Normal,Business,8176-9659-8256,MYKP7970F,2024-10-29
CUSR-100390,Shaurya Malhotra,41,Chennai,Gold Loan,625652,52137.67,805,25.44,7.29,2152250.0,59784.72,2,20,Low,Standard Monitoring,64,31,Strategic Defaulter,Self-Employed,3508-3824-3388,HOFP4409H,2017-11-22
CUSR-100391,Ishani Aggarwal,24,Kolkata,Auto Loan,902521,75210.08,745,12.99,7.19,1033560.0,28710.0,0,10,Low,Standard Monitoring,83,89,Normal,Salaried,5828-2824-2795,IBUP2404F,2022-10-11
CUSR-100392,Kiara Singh,38,Pune,Personal Loan,1882204,156850.33,635,40.81,11.6,2917289.0,48621.48,0,21,Low,Standard Monitoring,68,86,Normal,Business,3394-8607-6757,IKHP8601Y,2017-11-17
CUSR-100393,Aaryan Joshi,30,Bangalore,Credit Card,3057404,254783.67,841,30.05,11.37,4226699.0,117408.31,1,20,Low,Standard Monitoring,21,60,Normal,Self-Employed,5313-8796-1810,KPEP1759V,2024-04-23
CUSR-100394,Ananya Deshmukh,31,Delhi,Gold Loan,2572618,214384.83,803,57.84,-49.17,91830.0,7652.5,3,88,Critical,🛡️ Wellness: Savings Protection,61,25,Strategic Defaulter,Salaried,6713-4026-5809,HAEP8328L,2020-01-08
CUSR-100395,Ishani Patel,37,Mumbai,Home Loan,3349898,279158.17,714,31.32,2.28,3442017.0,143417.38,2,23,Low,Standard Monitoring,88,80,Normal,Self-Employed,6592-2945-1485,GPIP9716Y,2016-08-09
CUSR-100396,Sara Joshi,63,Mumbai,Auto Loan,790453,65871.08,728,46.5,-17.84,120003.0,5000.12,0,38,Medium,Standard Monitoring,46,30,Normal,Business,4189-8461-9810,KBBP9665M,2019-12-22
CUSR-100397,Sai Malhotra,63,Ahmedabad,Gold Loan,3882882,323573.5,733,22.11,2.74,794497.0,33104.04,0,14,Low,Standard Monitoring,67,91,Normal,Salaried,4472-8425-3567,HHGP6814K,2019-11-08
CUSR-100398,Aarav Iyer,59,Chennai,Gold Loan,3420672,285056.0,773,43.66,3.65,3527675.0,97990.97,1,25,Low,Standard Monitoring,59,51,Normal,Self-Employed,8217-7731-4123,KGMP1603C,2022-01-02
CUSR-100399,Diya Nair,36,Mumbai,Gold Loan,1619058,134921.5,828,56.62,-46.77,1511636.0,41989.89,3,88,Critical,🛡️ Wellness: Savings Protection,66,22,Strategic Defaulter,Salaried,5004-6444-8568,LSTP3481R,2018-05-06
CUSR-100400,Aadhya Singh,28,Ahmedabad,Gold Loan,1063710,88642.5,805,42.91,9.78,1542106.0,25701.77,0,22,Low,Standard Monitoring,85,81,Normal,Business,4921-5772-6891,YUHP8997I,2019-11-02
CUSR-100401,Ishaan Reddy,42,Bangalore,Gold Loan,3401936,283494.67,730,41.57,10.62,2391717.0,66436.58,1,24,Low,Standard Monitoring,37,68,Normal,Self-Employed,9971-2172-1348,ATOP2307D,2024-05-27
CUSR-100402,Aadhya Singh,27,Delhi,Home Loan,1998291,166524.25,725,55.67,-18.77,3813176.0,158882.33,4,52,High,Standard Monitoring,30,75,Victim of Circumstance,Salaried,9925-2293-9659,ASIP7930G,2019-05-29
CUSR-100403,Krishna Reddy,34,Lucknow,Auto Loan,3647793,303982.75,707,89.42,-9.83,1939157.0,53865.47,4,59,High,🔒 Shield: Limit Cap at 89%,90,64,Normal,Salaried,9395-9582-4259,QSJP3398L,2023-12-21
CUSR-100404,Aarav Sharma,51,Delhi,Home Loan,4035438,336286.5,758,17.12,11.11,670782.0,27949.25,0,12,Low,Standard Monitoring,76,51,Normal,Self-Employed,1703-4935-7882,EFEP5716A,2020-09-01
CUSR-100405,Aditya Nair,58,Mumbai,Auto Loan,893840,74486.67,726,28.03,6.19,4313990.0,179749.58,1,19,Low,Standard Monitoring,86,36,Strategic Defaulter,Salaried,3163-6085-8387,CDUP1882G,2021-03-06
CUSR-100406,Aaryan Chatterjee,28,Delhi,Gold Loan,1884796,157066.33,833,11.5,2.2,550243.0,9170.72,2,15,Low,Standard Monitoring,50,54,Normal,Self-Employed,3733-3084-7377,QRPP9273N,2024-11-12
CUSR-100407,Ishani Bose,48,Delhi,Gold Loan,3593315,299442.92,695,16.81,4.77,3908768.0,325730.67,1,14,Low,Standard Monitoring,76,85,Normal,Salaried,8923-7684-3142,IDTP5091Y,2019-04-05
CUSR-100408,Vihaan Joshi,27,Jaipur,Credit Card,1670482,139206.83,656,44.49,7.47,2892093.0,120503.88,1,25,Low,Standard Monitoring,82,48,Normal,Business,8054-1279-9056,AYSP2013R,2020-10-30
CUSR-100409,Vihaan Reddy,34,Lucknow,Auto Loan,1242105,103508.75,708,26.86,2.14,2243695.0,186974.58,20,66,High,📞 Call Vihaan Reddy: Salary Delay Relief,28,76,Victim of Circumstance,Salaried,8766-6556-4332,GRKP8888B,2023-05-06
CUSR-100410,Sara Sharma,37,Bangalore,Home Loan,3950802,329233.5,704,18.72,5.77,1252842.0,52201.75,1,15,Low,Standard Monitoring,61,62,Normal,Business,5223-9165-7952,USYP8321N,2017-05-19
CUSR-100411,Kabir Aggarwal,30,Hyderabad,Personal Loan,615495,51291.25,738,13.15,5.96,1745193.0,29086.55,1,13,Low,Standard Monitoring,36,87,Victim of Circumstance,Self-Employed,8321-1555-9521,KDGP9463V,2017-06-02
CUSR-100412,Ishaan Deshmukh,24,Chennai,Auto Loan,2154206,179517.17,770,28.48,6.65,4140999.0,172541.62,0,16,Low,Standard Monitoring,22,85,Victim of Circumstance,Self-Employed,1775-2315-6673,UGKP3631D,2020-01-20
CUSR-100413,Kiara Gupta,44,Ahmedabad,Auto Loan,4085188,340432.33,787,38.11,7.38,2120925.0,176743.75,0,20,Low,Standard Monitoring,74,35,Strategic Defaulter,Salaried,4207-6120-6325,PXEP1276U,2022-12-30
CUSR-100414,Aarav Deshmukh,32,Lucknow,Personal Loan,3813502,317791.83,805,26.55,11.74,2967497.0,49458.28,0,16,Low,Standard Monitoring,85,49,Normal,Business,8682-4843-3998,FTXP2982A,2020-07-29
CUSR-100415,Aadhya Sharma,39,Chennai,Home Loan,3558887,296573.92,708,28.42,9.34,3604293.0,300357.75,0,16,Low,Standard Monitoring,50,85,Normal,Self-Employed,1055-2685-8781,DSCP1153V,2018-06-18
CUSR-100416,Vihaan Aggarwal,62,Bangalore,Home Loan,598774,49897.83,766,33.84,10.32,2084723.0,173726.92,0,19,Low,Standard Monitoring,31,42,Normal,Salaried,9471-4941-3925,XVIP5506L,2024-12-17
CUSR-100417,Aaryan Malhotra,27,Jaipur,Credit Card,4627886,385657.17,684,24.57,-6.02,3740435.0,311702.92,12,50,High,Standard Monitoring,35,49,Normal,Business,9186-5935-3787,JHWP6332L,2021-09-17
CUSR-100418,Shaurya Nair,39,Hyderabad,Home Loan,2284977,190414.75,699,10.3,2.09,2319099.0,96629.12,2,14,Low,Standard Monitoring,62,77,Normal,Salaried,1841-8461-6705,TQUP3366C,2022-05-16
CUSR-100419,Ishani Joshi,60,Lucknow,Gold Loan,1178267,98188.92,841,44.26,10.39,3829587.0,63826.45,0,23,Low,Standard Monitoring,39,90,Victim of Circumstance,Salaried,1730-1465-3083,UPUP4988F,2023-07-01
CUSR-100420,Arjun Malhotra,59,Bangalore,Auto Loan,3688831,307402.58,720,12.16,6.72,843299.0,23424.97,2,15,Low,Standard Monitoring,26,77,Victim of Circumstance,Self-Employed,1802-1985-7760,UXNP3956H,2024-03-17
CUSR-100421,Vihaan Patel,34,Lucknow,Home Loan,1337780,111481.67,806,58.71,-47.19,1036671.0,43194.62,2,88,Critical,🛡️ Wellness: Savings Protection,19,64,Normal,Business,7518-2309-2144,GPEP5129K,2022-04-04
CUSR-100422,Anvi Kapoor,54,Hyderabad,Credit Card,4517195,376432.92,830,13.21,3.88,3933051.0,109251.42,11,38,Medium,Standard Monitoring,75,42,Normal,Salaried,1730-3381-1482,FUQP6556R,2024-06-20
CUSR-100423,Ishaan Bose,60,Bangalore,Personal Loan,4777863,398155.25,661,63.98,-21.61,4960736.0,137798.22,3,55,High,Standard Monitoring,26,84,Victim of Circumstance,Self-Employed,7867-6629-8307,NWQP1792B,2018-06-30
CUSR-100424,Shaurya Sharma,56,Bangalore,Home Loan,2822723,235226.92,706,68.71,-44.81,2588655.0,215721.25,2,73,High,🛡️ Wellness: Savings Protection,66,35,Strategic Defaulter,Salaried,7872-8943-9029,MKOP2404T,2024-10-30
CUSR-100425,Ananya Kapoor,63,Chennai,Gold Loan,4757308,396442.33,751,94.0,-7.09,3310511.0,55175.18,1,51,High,🔒 Shield: Limit Cap at 93%,50,67,Normal,Business,2249-1907-9761,UALP3194C,2025-02-13
CUSR-100426,Aarav Singh,27,Mumbai,Auto Loan,751978,62664.83,650,38.21,7.27,618304.0,10305.07,2,25,Low,Standard Monitoring,24,60,Normal,Self-Employed,5473-4240-4399,QHCP6295U,2022-04-19
CUSR-100427,Aaryan Gupta,30,Hyderabad,Gold Loan,3925926,327160.5,839,17.18,1.55,1511343.0,125945.25,11,39,Medium,Standard Monitoring,54,49,Normal,Business,3210-9193-2687,ANLP1890J,2022-02-06
CUSR-100428,Aadhya Iyer,32,Lucknow,Gold Loan,4821888,401824.0,721,15.89,6.19,894301.0,14905.02,2,16,Low,Standard Monitoring,58,83,Normal,Salaried,1351-1393-8392,FNDP1991W,2022-03-02
CUSR-100429,Saanvi Singh,63,Bangalore,Credit Card,3578536,298211.33,798,88.08,-12.56,1490235.0,24837.25,3,58,High,🔒 Shield: Limit Cap at 88%,35,96,Victim of Circumstance,Business,9223-4953-6315,MNQP3084K,2018-12-26
CUSR-100430,Diya Kapoor,40,Ahmedabad,Gold Loan,2150184,179182.0,639,19.98,-7.48,4091023.0,340918.58,11,46,High,Standard Monitoring,71,58,Normal,Business,8191-4829-6115,DEYP7824A,2016-08-06
CUSR-100431,Myra Bose,35,Pune,Auto Loan,1109649,92470.75,766,13.28,1.59,4982361.0,138398.92,23,68,High,📞 Call Myra Bose: Salary Delay Relief,62,71,Normal,Salaried,7784-1502-9244,YVGP5909V,2018-11-09
CUSR-100432,Myra Chatterjee,46,Chennai,Credit Card,2378355,198196.25,824,31.48,3.65,303846.0,8440.17,0,18,Low,Standard Monitoring,68,36,Strategic Defaulter,Self-Employed,2357-4280-1126,SUCP9859S,2023-04-22
CUSR-100433,Krishna Malhotra,29,Hyderabad,Personal Loan,2528488,210707.33,669,22.5,6.57,185934.0,15494.5,2,19,Low,Standard Monitoring,67,35,Strategic Defaulter,Self-Employed,6634-4106-6605,RJUP2573H,2020-03-24
CUSR-100434,Sara Deshmukh,34,Jaipur,Gold Loan,4503196,375266.33,753,57.95,-29.71,1848870.0,51357.5,2,57,High,Standard Monitoring,46,46,Normal,Salaried,1610-2914-7293,IPXP3278L,2017-06-20
CUSR-100435,Krishna Chatterjee,41,Mumbai,Personal Loan,2187206,182267.17,755,11.82,5.02,1581942.0,43942.83,2,15,Low,Standard Monitoring,57,92,Normal,Salaried,9575-9543-7360,ORBP5945Y,2020-09-07
CUSR-100436,Vihaan Malhotra,56,Mumbai,Auto Loan,1103570,91964.17,766,44.19,9.94,1201654.0,33379.28,0,23,Low,Standard Monitoring,86,64,Normal,Salaried,8557-7040-4745,GYPP7769B,2023-06-16
CUSR-100437,Arjun Reddy,27,Ahmedabad,Gold Loan,561159,46763.25,636,16.69,-6.8,4306054.0,358837.83,23,75,High,📞 Call Arjun Reddy: Salary Delay Relief,84,29,Strategic Defaulter,Business,1891-7737-1340,RYTP5146O,2022-11-24
